"id" "uid" "reg_no" "batch" "biobank_id" "breed" "sex" "sex_name" "born" "event_age_days" "X1a_contact_greeting" "X1b_contact_cooperation" "X1c_contact_handling" "X2a_playful_delight" "X2b_playful_catching" "X2c_playful_catch_drag" "X3a_chase1" "X3a_chase2" "X3b_catching1" "X3b_catching2" "X4_activity" "X5a_avst_playful_interest" "X5b_avst_playful_aggression" "X5c_avst_playful_curiosity" "X5d_avst_playful_delight" "X5e_avst_playful_cooperation" "X6a_surprise_fear" "X6b_surprise_aggression" "X6c_surprise_curiosity" "X6d_surprise_kv_fear" "X6e_surprise_kv_intr" "X7a_noise_fear" "X7b_noise_curiosity" "X7c_noise_kv_fear" "X7d_noise_kv_interest" "X8a_phantom_aggression" "X8b_phantom_control" "X8c_phantom_fear" "X8d_phantom_curiosity" "X8e_phantom_contact" "X9a_playful2_delight" "X9b_playful2_catching" "X10_firearm" "sociability" "curfear" "playfulness" "chapro" "aggres"
"cHD1_365" "S48015/96_447" "S48015/96" "allGSD2012" NA "GSD" 0 "F" 19960425 447 4 3 3 4 4 4 4 2 4 1 2 1 1 1 1 1 4 3 2 2 2 5 5 1 1 3 5 5 1 3 4 4 1 3.33 3.43 4 2.75 2.33
"cHD1_366" "S16388/99_495" "S16388/99" "allGSD2012" NA "GSD" 0 "F" 19990118 495 4 4 3 5 4 5 2 3 1 4 3 3 1 5 5 3 3 3 4 1 4 3 5 1 2 3 4 2 5 4 5 4 1 3.67 3.86 4.6 2.5 2.33
"cHD1_367" "S18061/2003_488" "S18061/2003" "allGSD2012" NA "GSD" 0 "F" 20030114 488 3 3 3 4 5 3 3 3 1 3 5 3 2 2 5 2 3 1 2 1 2 3 2 1 2 3 5 5 1 3 4 5 1 3 3.57 4.2 2.5 2
"cHD1_371" "S24294/2002_562" "S24294/2002" "allGSD2012" NA "GSD" 0 "F" 20020308 562 4 4 4 4 4 4 2 2 1 1 2 3 1 2 3 2 4 2 2 2 2 2 2 3 1 3 3 2 2 3 3 3 1 4 2.71 3.6 1.5 2
"cHD1_372" "S22167/2001_401" "S22167/2001" "allGSD2012" NA "GSD" 0 "F" 20010329 401 4 4 4 4 4 5 2 2 1 1 3 4 1 5 4 3 3 2 3 2 2 4 2 1 3 1 3 1 1 3 3 4 1 4 2.86 4 1.5 1.33
"cHD1_373" "S10596/2003_526" "S10596/2003" "allGSD2012" NA "GSD" 0 "F" 20021129 526 4 3 4 4 3 5 3 3 3 5 3 4 1 1 1 1 3 3 2 2 3 3 3 1 2 3 5 2 1 3 4 3 2 3.67 3.14 3.8 3.5 2.33
"cHD1_374" "S23212/98_432" "S23212/98" "allGSD2012" NA "GSD" 0 "F" 19980318 432 4 3 3 3 3 2 4 4 2 4 2 3 1 5 3 3 3 3 3 2 3 4 5 2 2 3 4 2 1 3 3 3 1 3.33 3.29 2.8 3.5 2.33
"cHD1_375" "S34647/2003_522" "S34647/2003" "allGSD2012" NA "GSD" 0 "F" 20030415 522 4 3 3 4 3 5 4 4 4 4 2 3 1 5 5 3 2 1 5 1 1 3 5 1 1 1 3 1 2 3 4 3 1 3.33 4 3.8 4 1
"cHD1_379" "S37983/99_398" "S37983/99" "allGSD2012" NA "GSD" 1 "M" 19990510 398 5 5 5 5 5 5 3 3 4 4 3 2 1 3 3 4 4 3 2 2 3 3 5 2 1 5 5 2 5 5 4 4 3 5 3.14 4.6 3.5 3
"cHD1_380" "S37174/2007_529" "S37174/2007" "allGSD2012" NA "GSD" 0 "F" 20070410 529 4 4 4 4 3 2 4 4 4 4 2 3 1 5 2 3 3 1 5 1 2 1 5 1 3 2 4 4 2 4 3 3 2 4 4.57 3 4 1.33
"cHD1_381" "S52415/2002_440" "S52415/2002" "allGSD2012" NA "GSD" 0 "F" 20020818 440 3 3 4 5 4 5 4 4 2 2 4 5 3 5 5 3 1 1 5 1 1 4 2 1 2 4 4 3 5 4 4 3 1 3.33 3.86 4.2 3 2.67
"cHD1_382" "S63112/2003_580" "S63112/2003" "allGSD2012" NA "GSD" 1 "M" 20031026 580 4 4 4 4 4 5 2 3 1 5 2 2 1 3 4 2 2 3 2 2 1 1 5 1 1 3 3 3 5 4 5 5 1 4 4 4.6 2.75 2.33
"cHD1_386" "S54703/2000_545" "S54703/2000" "allGSD2012" NA "GSD" 1 "M" 20001003 545 3 3 3 4 4 4 3 4 3 5 3 2 1 4 5 2 3 2 2 1 2 3 3 3 1 2 4 2 4 2 4 3 1 3 3 3.8 3.75 1.67
"cHD1_388" "S15298/2001_558" "S15298/2001" "allGSD2012" NA "GSD" 1 "M" 20010206 558 4 4 3 5 5 5 1 1 1 1 3 5 2 5 5 5 3 2 5 1 1 3 5 1 1 3 5 2 4 4 5 5 1 3.67 4 5 1 2.33
"cHD1_389" "S55986/2000_674" "S55986/2000" "allGSD2012" NA "GSD" 1 "M" 20001027 674 3 3 2 4 4 4 3 3 3 2 2 4 1 5 5 5 2 1 5 1 3 1 5 1 2 2 5 1 5 4 4 4 1 2.67 4.29 4 2.75 1.33
"cHD1_396" "S10436/2002_539" "S10436/2002" "allGSD2012" NA "GSD" 0 "F" 20011104 539 4 3 4 4 3 4 1 4 1 4 4 3 1 3 4 3 3 3 4 1 3 3 5 1 3 2 3 1 5 4 4 4 1 3.67 3.71 3.8 2.5 2
"cHD1_397" "S19191/2004_607" "S19191/2004" "allGSD2012" NA "GSD" 1 "M" 20040126 607 3 3 3 4 4 4 4 4 3 5 2 4 1 5 5 5 1 1 5 1 3 1 5 1 1 2 4 1 5 4 4 4 1 3 4.43 4 4 1.33
"cHD1_399" "S15668/2004_507" "S15668/2004" "allGSD2012" NA "GSD" 1 "M" 20040101 507 4 3 4 5 5 5 3 4 3 5 3 4 1 5 5 5 3 3 3 1 1 3 4 1 1 2 5 2 5 2 5 5 1 3.67 3.57 5 3.75 2
"cHD1_400" "S67784/2004_540" "S67784/2004" "allGSD2012" NA "GSD" 1 "M" 20041030 540 4 4 4 4 3 3 4 4 2 5 4 3 1 2 3 4 3 1 2 3 1 5 2 4 1 1 5 2 4 4 4 3 1 4 2.14 3.4 3.75 1
"cHD1_403" "S17050/2004_568" "S17050/2004" "allGSD2012" NA "GSD" 1 "M" 20040109 568 3 3 4 4 4 4 3 3 1 1 3 4 1 5 5 2 2 1 4 1 2 2 5 1 1 1 4 1 3 4 4 4 1 3.33 4 4 2 1
"cHD1_406" "S27273/2004_586" "S27273/2004" "allGSD2012" NA "GSD" 1 "M" 20040309 586 4 4 4 4 4 4 5 5 1 1 3 2 1 2 4 3 3 3 1 1 2 3 4 1 1 3 4 2 4 3 4 3 1 4 3.29 3.8 3 2.33
"cHD1_407" "S15994/2001_437" "S15994/2001" "allGSD2012" NA "GSD" 0 "F" 20010214 437 4 3 3 4 4 5 4 4 5 5 2 4 1 5 4 2 3 3 3 2 2 1 5 1 2 3 5 2 4 4 5 4 1 3.33 3.86 4.4 4.5 2.33
"cHD1_408" "S16991/2005_445" "S16991/2005" "allGSD2012" NA "GSD" 0 "F" 20050105 445 4 4 2 4 5 3 3 4 2 4 3 3 1 5 5 3 4 2 3 1 1 2 5 1 2 4 5 2 5 4 4 5 1 3.33 3.71 4.2 3.25 2.33
"cHD1_409" "S51373/2004_446" "S51373/2004" "allGSD2012" NA "GSD" 0 "F" 20040705 446 3 3 2 3 3 2 3 3 2 2 2 3 4 1 1 1 4 3 5 2 2 1 5 1 1 3 5 1 5 4 4 3 3 2.67 3.86 3 2.5 3.33
"cHD1_410" "S33097/2003_426" "S33097/2003" "allGSD2012" NA "GSD" 1 "M" 20030413 426 4 4 4 4 4 4 3 4 2 3 4 4 3 2 2 1 2 3 3 1 3 3 3 1 1 2 5 1 3 3 4 3 1 4 3.43 3.8 3 2.67
"cHD1_411" "S50056/2000_2738" "S50056/2000" "allGSD2012" NA "GSD" 1 "M" 20000825 2738 4 4 3 4 4 4 1 4 1 4 3 5 1 5 5 4 1 1 5 1 3 1 5 1 1 3 5 1 5 4 4 4 3 3.67 4.43 4 2.5 1.67
"cHD1_414" "S50211/2003_806" "S50211/2003" "allGSD2012" NA "GSD" 1 "M" 20030711 806 4 3 3 3 2 2 3 1 2 1 2 3 1 1 1 1 3 1 2 3 2 2 5 1 1 1 4 3 3 4 3 2 2 3.33 3.57 2.4 1.75 1
"cHD1_417" "S68590/2005_527" "S68590/2005" "allGSD2012" NA "GSD" 1 "M" 20051021 527 4 3 4 4 4 4 1 1 1 1 3 3 1 3 5 3 3 1 3 1 1 3 4 1 2 3 5 3 4 4 3 4 1 3.67 3.71 3.8 1 1.67
"cHD1_418" "S46544/2001_490" "S46544/2001" "allGSD2012" NA "GSD" 0 "F" 20010707 490 4 4 4 5 4 4 4 4 2 2 4 2 2 3 3 3 2 2 4 2 3 3 5 1 3 3 3 3 2 3 4 3 1 4 4 4 3 2.33
"cHD18_1" "S70248/2008_505" "S70248/2008" "allGSD2012" "CFA003641" "GSD" 0 "F" 20081116 505 4 4 4 4 3 4 4 4 5 5 5 2 1 5 5 5 2 3 4 1 3 1 5 1 1 3 5 3 4 4 4 3 1 4 4.43 3.6 4.5 2.33
"cHD18_10" "S54298/2003_588" "S54298/2003" "allGSD2012" "CFA003460" "GSD" 0 "F" 20030803 588 4 4 4 4 3 5 1 1 1 1 3 3 2 3 4 2 3 2 1 5 1 3 5 1 1 3 4 3 2 3 4 4 1 4 3 4 1 2.33
"cHD18_11" "S33093/2003_706" "S33093/2003" "allGSD2012" "CFA003452" "GSD" 0 "F" 20030413 706 4 4 4 4 4 4 4 4 2 4 3 2 1 5 5 2 3 2 4 1 1 2 4 1 1 2 4 2 4 4 4 4 1 4 3.86 4 3.5 1.67
"cHD18_12" "S20630/2003_572" "S20630/2003" "allGSD2012" "CFA003449" "GSD" 0 "F" 20030217 572 3 3 3 4 3 3 4 3 2 2 2 3 1 5 5 5 3 3 3 1 3 3 3 1 1 4 5 1 5 4 4 4 1 3 3.29 3.6 2.75 2.67
"cHD18_13" "S21549/2004_731" "S21549/2004" "allGSD2012" "CFA003407" "GSD" 0 "F" 20040218 731 4 4 3 3 4 3 4 4 3 4 2 3 1 5 5 2 4 2 3 1 1 2 4 1 1 2 5 1 4 4 3 1 2 3.67 3.43 2.8 3.75 1.67
"cHD18_14" "S21103/2003_432" "S21103/2003" "allGSD2012" "CFA003409" "GSD" 0 "F" 20030310 432 3 3 3 2 2 1 1 1 1 1 2 4 4 1 1 1 2 1 4 1 1 3 5 1 3 3 4 1 5 4 1 1 1 3 3.86 1.4 1 2.67
"cHD18_15" "S32480/2004_416" "S32480/2004" "allGSD2012" "CFA003414" "GSD" 0 "F" 20040331 416 3 4 3 3 3 2 2 2 1 1 2 2 1 2 2 1 5 2 3 1 3 5 5 4 1 3 4 2 5 4 3 2 1 3.33 2.71 2.6 1.5 2
"cHD18_16" "S62544/2003_422" "S62544/2003" "allGSD2012" "CFA003427" "GSD" 0 "F" 20031016 422 4 3 2 4 3 3 3 1 2 1 3 4 1 3 3 4 3 1 3 1 2 3 5 1 2 2 3 3 5 4 4 3 2 3 3.86 3.4 1.75 1.33
"cHD18_17" "S16583/2003_526" "S16583/2003" "allGSD2012" "CFA003429" "GSD" 0 "F" 20030125 526 4 4 4 5 4 5 4 4 5 5 5 3 1 1 2 1 4 2 3 2 3 5 1 3 3 3 4 4 3 4 4 4 1 4 2.57 4.4 4.5 2
"cHD18_18" "S25318/2003_449" "S25318/2003" "allGSD2012" "CFA003431" "GSD" 0 "F" 20030307 449 3 4 4 3 3 5 2 2 1 1 3 3 1 3 4 2 2 3 1 2 3 1 4 2 2 1 4 1 4 3 3 4 1 3.67 3.29 3.6 1.5 1.67
"cHD18_19" "S34163/2002_503" "S34163/2002" "allGSD2012" "CFA003434" "GSD" 0 "F" 20020422 503 4 4 3 5 3 4 3 3 3 4 4 3 1 5 5 5 1 1 5 1 2 1 5 1 1 3 4 5 2 5 5 4 1 3.67 5 4.2 3.25 1.67
"cHD18_2" "S47530/2006_428" "S47530/2006" "allGSD2012" "CFA003534" "GSD" 0 "F" 20060707 428 4 4 3 4 4 5 4 4 2 5 3 3 1 4 4 3 2 1 3 1 1 3 5 1 1 3 4 3 5 4 4 3 1 3.67 4 4 3.75 1.67
"cHD18_20" "S30600/2004_430" "S30600/2004" "allGSD2012" "CFA003435" "GSD" 0 "F" 20040325 430 4 4 4 4 4 4 4 4 3 3 2 3 1 4 5 3 3 3 2 3 1 1 2 3 2 4 5 2 1 3 4 4 1 4 2.86 4 3.5 2.67
"cHD18_21" "S23557/2002_2204" "S23557/2002" "allGSD2012" "CFA003437" "GSD" 0 "F" 20020317 2204 4 4 4 3 4 3 2 2 1 1 5 2 1 2 4 3 2 1 5 1 3 1 5 1 1 2 3 1 3 3 3 4 1 4 4.29 3.4 1.5 1.33
"cHD18_22" "S43170/2004_484" "S43170/2004" "allGSD2012" "CFA003439" "GSD" 0 "F" 20040515 484 4 3 3 4 4 5 4 4 4 3 3 5 1 5 5 2 2 1 5 1 2 1 5 1 2 2 4 1 5 4 4 3 1 3.33 4.29 4 3.75 1.33
"cHD18_23" "S59335/2002_376" "S59335/2002" "allGSD2012" "CFA003441" "GSD" 0 "F" 20021015 376 4 4 4 4 3 3 4 4 5 5 2 3 1 3 5 2 5 3 2 2 2 3 5 1 2 1 3 2 5 4 3 3 1 4 3.14 3.2 4.5 1.67
"cHD18_24" "S26459/2003_406" "S26459/2003" "allGSD2012" "CFA003450" "GSD" 0 "F" 20030405 406 3 2 3 4 3 3 4 4 4 5 3 4 1 5 5 4 2 2 5 2 1 1 5 1 1 3 5 5 3 4 3 3 1 2.67 4.71 3.2 4.25 2
"cHD18_25" "S51339/2003_622" "S51339/2003" "allGSD2012" "CFA003454" "GSD" 0 "F" 20030804 622 4 4 4 3 3 3 3 3 2 3 2 3 1 1 1 1 5 1 3 3 1 4 2 2 1 2 3 5 1 3 3 2 1 4 2.86 2.8 2.75 1.33
"cHD18_26" "S52788/2003_1734" "S52788/2003" "allGSD2012" "CFA003455" "GSD" 0 "F" 20030729 1734 3 3 3 1 1 1 1 3 1 2 2 3 1 3 2 2 2 2 4 1 1 4 3 1 2 2 3 2 5 4 1 1 3 3 3.57 1 1.75 1.67
"cHD18_27" "S44826/2002_452" "S44826/2002" "allGSD2012" "CFA003459" "GSD" 0 "F" 20020625 452 4 4 3 4 3 4 4 4 3 5 3 3 1 5 3 2 3 2 2 1 2 1 5 1 1 2 3 1 4 3 4 3 1 3.67 3.71 3.6 4 1.67
"cHD18_28" "S27360/2002_560" "S27360/2002" "allGSD2012" "CFA003461" "GSD" 0 "F" 20020323 560 4 4 4 4 4 4 4 4 5 5 3 2 2 5 2 3 2 2 5 1 1 1 5 1 1 1 4 1 5 4 4 4 1 4 4.29 4 4.5 1.67
"cHD18_29" "S60088/2003_684" "S60088/2003" "allGSD2012" "CFA003470" "GSD" 0 "F" 20030929 684 3 1 3 4 3 3 4 4 5 5 2 2 1 2 5 2 2 1 2 1 1 3 2 1 2 3 5 5 2 2 4 3 1 2.33 3.71 3.4 4.5 1.67
"cHD18_3" "S31013/2009_386" "S31013/2009" "allGSD2012" "CFA003662" "GSD" 1 "M" 20090321 386 4 4 4 4 4 3 2 3 1 1 4 3 1 4 4 2 5 2 3 4 2 3 4 1 1 3 5 2 4 4 4 4 1 4 2.86 3.8 1.75 2
"cHD18_30" "S60998/2003_545" "S60998/2003" "allGSD2012" "CFA003474" "GSD" 0 "F" 20031005 545 4 3 3 3 3 1 3 3 3 4 3 3 3 1 1 1 3 3 2 2 2 3 2 2 2 3 4 2 2 4 3 3 1 3.33 2.86 2.6 3.25 3
"cHD18_31" "S10605/2004_527" "S10605/2004" "allGSD2012" "CFA003475" "GSD" 0 "F" 20031106 527 4 3 3 5 4 4 1 3 1 5 4 4 1 5 5 2 3 3 4 1 3 3 5 3 2 3 3 5 4 4 4 4 1 3.33 4 4.2 2.5 2.33
"cHD18_32" "S11678/2003_603" "S11678/2003" "allGSD2012" "CFA003477" "GSD" 0 "F" 20020928 603 4 4 4 3 3 4 2 4 1 5 4 4 1 5 2 2 4 1 3 1 3 3 3 2 1 3 3 5 4 5 3 3 1 4 3.57 3.2 3 1.67
"cHD18_33" "S58787/2002_532" "S58787/2002" "allGSD2012" "CFA003478" "GSD" 0 "F" 20021020 532 4 4 4 4 4 3 4 4 2 4 4 3 1 5 5 3 3 1 4 1 3 3 4 1 1 3 5 1 5 4 4 4 1 4 3.57 3.8 3.5 1.67
"cHD18_34" "S15966/2004_500" "S15966/2004" "allGSD2012" "CFA003488" "GSD" 0 "F" 20040107 500 4 3 3 4 4 4 1 1 1 1 4 3 3 2 4 2 2 2 2 3 2 5 4 1 2 3 4 5 2 5 4 4 1 3.33 3.43 4 1 2.67
"cHD18_35" "S60631/2002_513" "S60631/2002" "allGSD2012" "CFA003494" "GSD" 0 "F" 20021024 513 4 4 4 4 4 5 4 2 4 1 5 5 2 5 5 5 1 1 5 1 2 1 4 1 1 3 4 2 5 4 4 4 1 4 4.43 4.2 2.75 2
"cHD18_36" "S19251/2003_502" "S19251/2003" "allGSD2012" "CFA003506" "GSD" 0 "F" 20030128 502 4 2 2 5 4 5 4 4 3 5 4 4 1 5 5 3 3 1 2 1 2 3 3 1 1 1 4 1 5 2 4 4 1 2.67 3.14 4.4 4 1
"cHD18_37" "S15507/2003_634" "S15507/2003" "allGSD2012" "CFA003510" "GSD" 0 "F" 20030107 634 4 3 4 3 3 3 1 1 1 1 5 2 1 2 1 3 4 1 2 2 2 3 2 1 1 2 2 4 4 2 3 3 1 3.67 3.14 3 1 1.33
"cHD18_38" "S34722/2002_498" "S34722/2002" "allGSD2012" "CFA003514" "GSD" 0 "F" 20020504 498 4 4 3 4 3 4 1 4 1 2 3 3 1 3 4 3 4 2 2 2 3 5 5 1 2 2 4 1 3 5 3 3 1 3.67 2.86 3.4 2 1.67
"cHD18_39" "S33169/2004_369" "S33169/2004" "allGSD2012" "CFA003531" "GSD" 0 "F" 20040405 369 4 3 4 3 2 5 4 1 2 1 2 2 3 1 1 1 2 2 4 1 1 2 4 1 1 3 4 3 3 3 3 3 1 3.67 4.14 3.2 2 2.67
"cHD18_4" "S43893/2009_501" "S43893/2009" "allGSD2012" "CFA003615" "GSD" 1 "M" 20090603 501 4 4 4 4 4 4 2 4 1 5 4 3 1 5 5 4 1 1 5 1 2 1 5 1 1 1 4 2 5 4 4 4 1 4 4.57 4 3 1
"cHD18_40" "S35739/2000_478" "S35739/2000" "allGSD2012" "CFA003533" "GSD" 0 "F" 20000504 478 4 3 3 4 3 4 3 3 2 3 2 4 1 5 4 3 4 2 3 4 3 2 4 1 2 2 4 3 2 4 3 3 2 3.33 3.29 3.4 2.75 1.67
"cHD18_41" "S59089/2004_787" "S59089/2004" "allGSD2012" "CFA003551" "GSD" 0 "F" 20040902 787 4 4 4 4 3 3 2 1 1 1 3 3 1 2 2 3 3 1 1 3 2 5 2 3 1 1 4 5 1 3 4 3 1 4 2.57 3.4 1.25 1
"cHD18_42" "S48428/2002_685" "S48428/2002" "allGSD2012" "CFA003550" "GSD" 0 "F" 20020715 685 4 4 4 4 3 3 3 3 1 2 2 3 1 5 4 2 3 1 4 1 3 3 3 4 3 1 4 1 2 4 4 4 1 4 3 3.6 2.25 1
"cHD18_43" "S29833/2002_448" "S29833/2002" "allGSD2012" "CFA003555" "GSD" 0 "F" 20020402 448 4 3 4 4 4 3 4 4 2 3 3 3 1 5 4 2 2 1 4 4 2 3 5 3 2 2 3 5 5 4 3 4 3 3.67 3.71 3.6 3.25 1.33
"cHD18_44" "S23975/2004_420" "S23975/2004" "allGSD2012" "CFA003565" "GSD" 0 "F" 20040222 420 4 3 3 4 5 5 3 3 2 3 4 3 1 3 5 3 3 1 5 1 1 1 5 1 1 3 4 5 1 3 4 5 1 3.33 4.71 4.6 2.75 1.67
"cHD18_45" "S19186/2004_545" "S19186/2004" "allGSD2012" "CFA003571" "GSD" 0 "F" 20040208 545 4 3 3 3 3 3 1 1 1 1 2 3 4 2 3 4 5 3 1 4 2 3 1 2 1 2 4 4 3 5 3 2 2 3.33 2.29 2.8 1 3
"cHD18_46" "S15226/2003_477" "S15226/2003" "allGSD2012" "CFA003595" "GSD" 0 "F" 20030103 477 4 4 4 4 4 3 2 4 1 5 3 4 1 5 4 4 2 1 4 1 1 1 4 1 2 1 4 1 5 4 4 4 1 4 4 3.8 3 1
"cHD18_47" "S47272/2002_478" "S47272/2002" "allGSD2012" "CFA003597" "GSD" 0 "F" 20020705 478 4 3 4 4 4 4 4 4 5 5 3 2 1 2 2 1 3 3 3 1 3 5 2 1 3 1 2 3 4 4 3 1 2 3.67 3.14 3.2 4.5 1.67
"cHD18_48" "S21654/2002_410" "S21654/2002" "allGSD2012" "CFA003622" "GSD" 0 "F" 20020205 410 3 1 3 4 4 4 1 4 1 3 3 3 2 4 4 2 4 3 3 1 3 4 5 2 2 3 4 1 2 3 4 4 1 2.33 3.14 4 2.25 2.67
"cHD18_49" "S27353/2002_389" "S27353/2002" "allGSD2012" "CFA003598" "GSD" 0 "F" 20020403 389 4 4 4 4 3 5 4 4 5 5 4 3 1 4 4 4 3 2 2 1 1 3 5 1 1 2 3 4 2 3 4 4 1 4 3.86 4 4.5 1.67
"cHD18_50" "S19513/2002_482" "S19513/2002" "allGSD2012" "CFA003599" "GSD" 0 "F" 20020204 482 4 4 4 5 4 4 1 4 1 5 4 5 1 5 4 3 3 1 5 1 2 3 5 2 2 1 5 2 2 3 4 4 3 4 3.86 4.2 2.75 1
"cHD18_51" "S51381/2004_736" "S51381/2004" "allGSD2012" "CFA003600" "GSD" 0 "F" 20040713 736 3 3 2 5 3 5 1 1 1 1 3 3 1 3 5 2 5 1 3 1 1 3 5 1 2 2 3 3 1 3 4 3 1 2.67 3.57 4 1 1.33
"cHD18_52" "S40981/2004_709" "S40981/2004" "allGSD2012" "CFA003609" "GSD" 0 "F" 20040429 709 4 4 4 3 3 3 2 1 1 1 3 3 3 5 3 3 5 1 5 3 3 4 5 2 2 1 3 3 2 3 3 3 1 4 3.29 3 1.25 1.67
"cHD18_53" "S33104/2003_773" "S33104/2003" "allGSD2012" "CFA003610" "GSD" 0 "F" 20030403 773 4 3 3 4 4 3 1 1 1 1 2 2 1 2 5 3 2 1 3 1 2 2 2 1 1 2 3 3 2 3 4 4 1 3.33 3.71 3.8 1 1.33
"cHD18_54" "S44203/2002_488" "S44203/2002" "allGSD2012" "CFA002766" "GSD" 0 "F" 20020610 488 4 3 3 4 4 4 4 4 5 5 5 3 1 3 4 3 5 1 2 2 1 2 5 1 2 4 4 2 4 4 3 4 1 3.33 3.29 3.8 4.5 2
"cHD18_56" "S53983/2007_459" "S53983/2007" "allGSD2012" "CFA002768" "GSD" 1 "M" 20070718 459 4 4 4 4 3 4 4 4 2 2 4 4 1 5 3 3 3 2 2 1 1 3 5 1 1 3 4 2 4 4 4 3 1 4 3.57 3.6 3 2
"cHD18_57" "S60655/2005_414" "S60655/2005" "allGSD2012" "CFA002767" "GSD" 0 "F" 20050902 414 5 4 4 4 4 4 4 4 4 4 4 3 3 2 2 2 4 3 1 1 3 5 4 1 2 2 3 3 4 4 4 4 1 4.33 3 4 4 2.67
"cHD18_59" "S41346/2002_455" "S41346/2002" "allGSD2012" "CFA000968" "GSD" 0 "F" 20020629 455 4 3 4 4 4 5 4 4 5 5 4 4 1 4 5 3 3 3 4 1 1 3 5 1 1 3 4 2 1 4 4 4 1 3.67 3.86 4.2 4.5 2.33
"cHD18_60" "S29896/2004_551" "S29896/2004" "allGSD2012" "CFA000950" "GSD" 1 "M" 20040405 551 4 3 4 5 5 5 3 3 5 2 4 5 4 4 5 5 3 3 4 2 3 1 5 1 3 3 4 2 5 4 5 5 1 3.67 4 5 3.25 3.33
"cHD18_64" "S19197/2004_766" "S19197/2004" "allGSD2012" "CFA002665" "GSD" 0 "F" 20040128 766 3 4 3 4 4 3 4 3 2 1 4 3 1 5 5 3 1 1 5 1 3 1 5 1 3 3 4 1 2 4 4 4 1 3.33 4.43 3.8 2.5 1.67
"cHD18_7" "S21544/2004_980" "S21544/2004" "allGSD2012" "CFA003566" "GSD" 0 "F" 20040214 980 4 4 4 4 5 3 2 3 1 2 3 3 1 1 3 2 2 1 5 2 2 1 5 1 3 3 5 1 5 5 4 5 1 4 4.14 4.2 2 1.67
"cHD18_8" "S51968/2003_400" "S51968/2003" "allGSD2012" "CFA003515" "GSD" 0 "F" 20030729 400 3 3 3 4 4 4 2 1 1 1 2 3 4 1 1 1 3 1 4 1 1 1 5 1 1 3 5 3 4 4 3 2 1 3 4.29 3.4 1.25 2.67
"cHD18_9" "S19398/2004_484" "S19398/2004" "allGSD2012" "CFA003469" "GSD" 0 "F" 20040207 484 3 3 2 4 3 4 3 4 3 3 3 2 1 2 3 3 2 1 3 2 1 2 4 1 1 2 3 2 2 3 4 3 1 2.67 3.71 3.6 3.25 1.33
"cHD4_135" "S20365/98_398" "S20365/98" "allGSD2012" NA "GSD" 0 "F" 19970419 398 5 4 4 5 5 5 2 4 1 1 3 4 1 5 5 3 2 1 3 1 1 1 5 1 2 3 5 2 4 5 5 5 3 4.33 4.14 5 2 1.67
"cHD4_139" "S40958/2000_1099" "S40958/2000" "allGSD2012" NA "GSD" 1 "M" 20000527 1099 3 3 3 3 4 3 1 1 1 1 2 2 1 2 2 2 3 2 3 2 2 1 5 1 3 2 4 2 4 4 3 4 1 3 3.86 3.4 1 1.67
"cHD4_145" "S42046/2005_496" "S42046/2005" "allGSD2012" NA "GSD" 0 "F" 20050509 496 4 3 4 4 5 5 1 1 1 1 2 3 1 3 5 3 3 3 2 1 3 3 5 1 1 1 2 1 5 4 4 4 1 3.67 3.43 4.4 1 1.67
"cHD4_149" "S23597/2000_520" "S23597/2000" "allGSD2012" NA "GSD" 0 "F" 20000317 520 4 3 3 3 4 5 3 3 5 5 4 4 1 5 1 1 3 2 3 2 2 3 5 1 2 3 3 4 2 4 1 1 1 3.33 3.86 2.8 4 2
"cHD4_157" "S39266/2001_489" "S39266/2001" "allGSD2012" NA "GSD" 1 "M" 20010610 489 4 4 4 4 4 5 1 3 1 3 3 2 1 5 5 5 3 3 4 1 3 2 4 1 2 3 4 2 3 3 5 4 1 4 3.86 4.4 2 2.33
"cHD4_160" "S33219/99_513" "S33219/99" "allGSD2012" NA "GSD" 1 "M" 19990429 513 4 4 3 4 4 4 1 1 1 1 2 2 1 4 5 3 2 3 2 1 3 2 2 1 3 1 1 1 2 3 4 4 1 3.67 3.29 4 1 1.67
"cHD4_164" "S44428/2005_665" "S44428/2005" "allGSD2012" NA "GSD" 1 "M" 20050612 665 3 3 4 4 3 5 3 1 3 1 2 3 1 3 4 3 3 3 3 2 2 3 5 1 1 3 4 5 3 1 4 3 1 3.33 4 3.8 2 2.33
"cHD4_166" "S25457/96_530" "S25457/96" "allGSD2012" NA "GSD" 1 "M" 19960326 530 4 4 4 4 3 3 4 4 2 2 2 2 1 5 4 5 2 3 3 3 2 2 4 1 1 3 5 3 2 3 4 4 1 4 3.71 3.6 3 2.33
"cHD4_168" "S57712/96_587" "S57712/96" "allGSD2012" NA "GSD" 0 "F" 19961028 587 4 3 3 4 4 4 2 1 1 1 4 3 1 4 5 3 4 3 4 3 3 5 3 1 3 2 4 2 5 3 4 4 1 3.33 2.86 4 1.25 2
"cHD4_169" "S29825/99_438" "S29825/99" "allGSD2012" NA "GSD" 1 "M" 19980218 438 4 5 4 5 4 5 4 4 5 5 5 5 1 5 5 3 3 4 2 1 5 1 5 1 2 4 4 2 5 5 4 4 1 4.33 3.86 4.4 4.5 3
