Typ;Nr;Namn;Address1;Address2;Address3;Address4;Address5;RT90x;RT90y
Butik;1513;Knalleland;Ålgardsvagen 15;;506 30;BORÅS;Vastra Gotalands lan;6404431;1329031
Butik;1514;;Goteborgsvagen 37;;S-463 30;LILLA EDET;Vastra Gotalands lan;6451863;1283464
Butik;1515;;Storgatan 25;;S-514 33;TRANEMO;Vastra Gotalands lan;6375785;1352841
Butik;1516;;Borasvagen 2;;512 53;SVENLJUNGA;Vastra Gotalands lan;6377802;1338480
Butik;1517;;Borasvagen 2;;523 36;ULRICEHAMN;Vastra Gotalands lan;6410343;1357860
Butik;1518;;Kungsgatan 34 C;;441 31;ALINGSÅS;Vastra Gotalands lan;6427551;1306408
Butik;1519;;Borasvagen 31;;S-511 54;KINNA;Vastra Gotalands lan;6380032;1313398
Butik;1520;;Centrumvagen 2;;S-458 30;FÄRGELANDA;Vastra Gotalands lan;6500094;1278395
Butik;1521;;Ale Torg 7;;449 31;NÖDINGE;Vastra Gotalands lan;6424765;1277112
Butik;1522;;Kungsgatan 26;;447 30;VÅRGÅRDA;Vastra Gotalands lan;6438464;1323059
Butik;1523;;Storgatan 44;;524 30;HERRLJUNGA;Vastra Gotalands lan;6442707;1336008
Butik;1524;Åhaga;Trandogatan 14;;504 33;BORÅS;Vastra Gotalands lan;6401927;1329428
Butik;1601;;Stockholmsvagen 3;;542 33;MARIESTAD;Vastra Gotalands lan;6511419;1385293
Butik;1602;;Gotgatan 15;;531 31;LIDKÖPING;Vastra Gotalands lan;6489673;1345483
Butik;1603;;Torggatan 8;;467 30;GRÄSTORP;Vastra Gotalands lan;6472149;1317025
Butik;1604;;Drottninggatan 10;;534 31;VARA;Vastra Gotalands lan;6463409;1332769
Butik;1605;;Marumsgatan 15;;532 32;SKARA;Vastra Gotalands lan;6475931;1361412
Butik;1606;;Hertig Johans Torg 4;;541 30;SKÖVDE;Vastra Gotalands lan;6475762;1385361
Butik;1607;;Hamngatan 18;;544 30;HJO;Vastra Gotalands lan;6465432;1411254
Butik;1608;;Gamla Torget 8;;S-522 31;TIDAHOLM;Vastra Gotalands lan;6452299;1391282
Butik;1609;;Stora Torget 17;;521 42;FALKÖPING;Vastra Gotalands lan;6450806;1367442
Butik;1610;;Storgatan 9;;546 30;KARLSBORG;Vastra Gotalands lan;6490319;1424625
Butik;1611;;Jarnvagsgatan 6 E;;533 30;GÖTENE;Vastra Gotalands lan;6491764;1365254
Butik;1612;;Kyrkogatan 24;;545 30;TÖREBODA;Vastra Gotalands lan;6510932;1402673
Butik;1613;;Storgatan 9;;547 30;GULLSPÅNG;Vastra Gotalands lan;6541820;1401555
Butik;1614;;Centrumgatan 6;;S-543 30;TIBRO;Vastra Gotalands lan;6479182;1404123
Butik;1616;;Jarnvagsgatan 3 B;;465 30;NOSSEBRO;Vastra Gotalands lan;6455705;1318578
Butik;1617;;Nolhagavagen 1;;541 38;SKÖVDE;Vastra Gotalands lan;6477695.781;1386164.972
Butik;1701;;Drottninggatan 26-28;;652 25;KARLSTAD;Varmlands lan;6586578;1368895
Butik;1702;Bergvik;Frykmans Vag 1;;653 46;KARLSTAD;Varmlands lan;6586511;1364710
Butik;1703;;Jarnvagsgatan 24;;667 30;FORSHAGA;Varmlands lan;6603439;1368458
Butik;1704;;Storgatan 16 B;;665 30;KIL;Varmlands lan;6600907;1359402
Butik;1705;;Sundsgatan 28;;661 42;SÄFFLE;Varmlands lan;6560265;1335483
Butik;1706;;Storgatan 23;;671 31;ARVIKA;Varmlands lan;6619304;1318961
Butik;1707;;Storgatan 7;;683 32;HAGFORS;Varmlands lan;6659178;1382397
Butik;1708;;Viktoriagatan 3;;682 30;FILIPSTAD;Varmlands lan;6622613;1408032
Butik;1709;;Kungsgatan 43;;681 31;KRISTINEHAMN;Varmlands lan;6577521;1403434
Butik;1710;;Kvarngatan 13;;686 30;SUNNE;Varmlands lan;6638225;1350845
Butik;1711;;Tallbacksvagen 21 B;;684 30;MUNKFORS;Varmlands lan;6637352;1373131
Butik;1712;;Nya Torget 3;;685 30;TORSBY;Varmlands lan;6671785;1344587
Butik;1713;;Storgatan 47;;672 30;ÅRJÄNG;Varmlands lan;6591426;1291427
Butik;1714;;Sveagatan 99;;664 34;GRUMS;Varmlands lan;6584556;1346860
Butik;1715;;Helga Gorlins gata 1;;673 32;CHARLOTTENBERG;Varmlands lan;6645511;1303206
Butik;1716;;Årasvagen 5;;663 30;SKOGHALL;Varmlands lan;6580620;1366872
Butik;1717;;Djupadalsgatan 12;;688 30;STORFORS;Varmlands lan;6602209;1413282
Butik;1801;;Kungsgatan 11;;702 11;ÖREBRO;Örebro lan;6572350;1466318
Butik;1802;Marieberg;Saljarevagen 3;;702 31;ÖREBRO;Örebro lan;6566551;1461925
Butik;1803;Eurostop;Prologgatan 8;;703 70;ÖREBRO;Örebro lan;6575072;1465487
Butik;1804;Tybblekullen;Sorbyangsvagen 26;;S-702 18;Örebro;Örebro lan;6570316.365;1467267.854
Butik;1805;;Stortorget 4;;694 30;HALLSBERG;Örebro lan;6549588;1460167
Butik;1806;;Kopmangatan 22;;692 30;KUMLA;Örebro lan;6556259;1462092
Butik;1807;;Vaderkvarnsgatan 15;;696 30;ASKERSUND;Örebro lan;6528921;1447992
Butik;1808;;Herrgardsgatan 12;;693 31;DEGERFORS;Örebro lan;6569387;1421650
Butik;1809;;K-Center;;691 31;KARLSKOGA;Örebro lan;6579082;1427086
Butik;1810;;Storgatan 11;;713 31;NORA;Örebro lan;6600107;1456605
Butik;1811;;Kristinavagen 41;;711 30;LINDESBERG;Örebro lan;6608414;1467292
Butik;1812;;Sikforsvagen 26;;712 30;HÄLLEFORS;Örebro lan;6630191.6;1428310.132
Butik;1813;;Centrumtorget 19;;695 30;LAXÅ;Örebro lan;6541043;1431858
Butik;1814;;Gruvfogdegatan 1;;714 30;KOPPARBERG;Örebro lan;6639883;1454506
Butik;1815;;Sticksparet 2 B;;716 30;FJUGESTA;Örebro lan;6561805;1446651
Butik;1901;City;Vasagatan 21;;722 15;VÄSTERÅS;Vastmanlands lan;6610357;1541718
Butik;1902;Erikslund;Traversgatan 10 A;;721 38;VÄSTERÅS;Vastmanlands lan;6611057;1537057
Butik;1903;Halla;Stockholmsvagen 136 B;;721 34;VÄSTERÅS;Vastmanlands lan;6610119;1545973
Butik;1905;;Drottninggatan 15;;S-736 31;KUNGSÖR;Vastmanlands lan;6589258;1516549
Butik;1906;;Nygatan 27;;732 30;ARBOGA;Vastmanlands lan;6586051;1502063
Butik;1907;;Stora Gatan 17;;731 31;KÖPING;Vastmanlands lan;6599275;1510907
Butik;1908;;Jarntorget 1;;737 40;FAGERSTA;Vastmanlands lan;6653992;1499222
Butik;1909;;Radmansgatan 10;;733 30;SALA;Vastmanlands lan;6644843;1544814
Butik;1910;;Hammartorget 5 B;;734 30;HALLSTAHAMMAR;Vastmanlands lan;6610514;1523914
Butik;1911;;Kopmangatan 27-29;;735 31;SURAHAMMAR;Vastmanlands lan;6620947;1523433
Butik;1912;;Malmgatan 18;;738 31;NORBERG;Vastmanlands lan;6660611;1506687
Butik;1913;;Centralvagen 7;;739 30;SKINNSKATTEBERG;Vastmanlands lan;6634583;1493752
Butik;1914;;Torgvagen 10;;S-740 46;ÖSTERVÅLA;Uppsala lan;6674481;1576154
Butik;2001;;Falugatan 2;;791 71;FALUN;Dalarnas lan;6721055;1490379
Butik;2002;;Norra Backagatan 5 A;;781 70;Borlange;Dalarnas lan;6706901;1478715
Butik;2003;;Sveagatan 9;;784 33;BORLÄNGE;Dalarnas lan;6707745;1479525
Butik;2004;Centrumgallerian;Åsgatan 64;;776 30;HEDEMORA;Dalarnas lan;6684395;1509970
Butik;2005;;Kungsgatan 13;;S-774 30;AVESTA;Dalarnas lan;6669751;1520173
Butik;2006;;Fredsgatan 15;;771 32;LUDVIKA;Dalarnas lan;6670163;1465651
Butik;2007;;Kyrkogatan 19;;792 30;MORA;Dalarnas lan;6766057;1431471
Butik;2008;;Gronlandsvagen 35;;782 31;MALUNG;Dalarnas lan;6731415;1385645
Butik;2009;;Norsgatan 26;;793 30;LEKSAND;Dalarnas lan;6735090;1456013
Butik;2010;;Centrumhuset;;780 67;SÄLEN;Dalarnas lan;6784834;1363436
Butik;2011;;Allégatan 25;;780 50;VANSBRO;Dalarnas lan;6711482;1413122
Butik;2012;;Storgatan 10;;795 30;RÄTTVIK;Dalarnas lan;6752012;1462817
Butik;2013;;Dalgatan 81 H;;796 31;ÄLVDALEN;Dalarnas lan;6791723;1405053
Butik;2014;;Johan Ahlbacks plats 4;;777 30;SMEDJEBACKEN;Dalarnas lan;6669319;1478203
Butik;2015;;Centralgatan 2;;794 30;ORSA;Dalarnas lan;6778711;1436114
Butik;2016;Djuras;Industrivagen 8;;785 61;Djuras;Dalarnas lan;6715955;1463428
Butik;2017;;Gransgatan 3;;783 30;SÄTER;Dalarnas lan;6692029;1497090
Butik;2018;;HSB vagen 1;;790 91;IDRE;Dalarnas lan;6864331;1337672
Butik;2101;Gallerian Nian;Drottninggatan 9;;S-803 20;GÄVLE;Gavleborgs lan;6729282;1573017
Butik;2102;;Valbo kopcentrum;;S-818 32;VALBO;Gavleborgs lan;6724634;1565034
Butik;2103;;Ingenjorsgatan 5;;S-802 93;GÄVLE;Gavleborgs lan;6726051;1573316
Butik;2104;;Kopmangatan 19;;S-811 39;SANDVIKEN;Gavleborgs lan;6722927;1553068
Butik;2105;;Langgatan 10;;S-821 41;BOLLNÄS;Gavleborgs lan;6805328.138;1532453.231
Butik;2106;;Kopmangatan 9;;S-826 30;SÖDERHAMN;Gavleborgs lan;6799176;1566956
Butik;2107;;Norra Kyrkogatan 14;;S-824 30;HUDIKSVALL;Gavleborgs lan;6846803;1568579
Butik;2108;;Skolgatan 16;;S-813 30;HOFORS;Gavleborgs lan;6714419;1526334
Butik;2109;;Norra Jarnvagsgatan 45;;S-827 32;LJUSDAL;Gavleborgs lan;6857131;1515447
Butik;2110;;Langgatan 17;;S-828 32;EDSBYN;Gavleborgs lan;6806764;1500674
Butik;2111;;Sodra Åsgatan 32;;S-816 30;OCKELBO;Gavleborgs lan;6752952;1549492
Butik;2112;;Storgatan 21;;S-820 70;BERGSJÖ;Gavleborgs lan;6875286;1565683
Butik;2201;;Kopmangatan 1;;S-871 30;HÄRNÖSAND;Vasternorrlands lan;6948615;1609425
Butik;2202;;Sjogatan 16;;S-852 30;SUNDSVALL;Vasternorrlands lan;6920873.651;1577712.733
Butik;2203;Birsta Sundsvall;Gesallvagen 3;;857 53;SUNDSVALL;Vasternorrlands lan;6926706;1578992
Butik;2204;;Affarsgatan 7;;S-862 31;KVISSLEBY;Vasternorrlands lan;6910642;1581590
Butik;2205;;Kungsgatan 5 B;;S-872 30;KRAMFORS;Vasternorrlands lan;6981575;1600380
Butik;2206;;Storgatan 48;;S-881 30;SOLLEFTEÅ;Vasternorrlands lan;7007344;1573592
Butik;2207;;Kopmangatan 9;;S-891 33;ÖRNSKÖLDSVIK;Vasternorrlands lan;7023480;1645959
Butik;2208;;Kopmangatan 29;;S-861 31;TIMRÅ;Vasternorrlands lan;6931348;1578320
Butik;2209;;Jarnvagsgatan 7;;841 33;ÅNGE;Vasternorrlands lan;6934732;1492360
Butik;2210;;Storgatan 16;;S-880 40;RAMSELE;Vasternorrlands lan;7047771;1533111
Butik;2211;;Hastmarksvagen 6;;S-891 38;ÖRNSKÖLDSVIK;Vasternorrlands lan;7024846.11;1646857.026
Butik;2301;;Kyrkgatan 66;;831 34;ÖSTERSUND;Jamtlands lan;7007887;1441257
Butik;2302;Lillange;Hagvagen 11;;831 48;ÖSTERSUND;Jamtlands lan;7007314.071;1443898.059
Butik;2304;;Riksvagen 39;;840 60;BRÄCKE;Jamtlands lan;6959854;1480312
Butik;2305;;Fjallvagen 5;;842 32;SVEG;Jamtlands lan;6880776;1424301
Butik;2306;;Storgatan 6;;833 35;STRÖMSUND;Jamtlands lan;7082667;1487869
Butik;2307;;Gastkullevagen 1 A;;830 05;JÄRPEN;Jamtlands lan;7028588;1382580
Butik;2308;;Centralgatan 12;;840 70;HAMMARSTRAND;Jamtlands lan;7000105;1527694
Butik;2309;;Centrumvagen 3 B;;840 40;SVENSTAVIK;Jamtlands lan;6962636;1429898
Butik;2310;;Årevagen 49;;830 13;ÅRE;Jamtlands lan;7034720;1364196
Butik;2311;;Genvagen 8;;835 31;KROKOM;Jamtlands lan;7024879;1432153
Butik;2312;;Sjoangsvagen 2;;840 95;FUNÄSDALEN;Jamtlands lan;6941718;1331640
Butik;2401;Wasagallerian;Vastra Kyrkogatan 11;;903 29;UMEÅ;Vasterbottens lan;7087476;1719625
Butik;2402;;Strompilsplatsen 29;;907 43;UMEÅ;Vasterbottens lan;7084539;1721578
Butik;2403;Solbacken;Varugatan 22;;931 76;SKELLEFTEÅ;Vasterbottens lan;7194766;1748182
Butik;2404;;Nygatan 50;;931 31;SKELLEFTEÅ;Vasterbottens lan;7192850;1744990
Butik;2405;;Östra Jarnvagsgatan 7;;911 32;VÄNNÄS;Vasterbottens lan;7094798;1693670
Butik;2406;;Storgatan 25;;921 31;LYCKSELE;Vasterbottens lan;7168584;1637531
Butik;2407;;Volgsjovagen 44;;912 32;VILHELMINA;Vasterbottens lan;7169070;1540787
Butik;2408;;Stationsgatan 5;;923 31;STORUMAN;Vasterbottens lan;7222084;1561529
Butik;2409;;Storgatan 33;;919 31;ÅSELE;Vasterbottens lan;7118097;1575237
Butik;2410;;Storgatan 23;;930 70;MALÅ;Vasterbottens lan;7234228;1637580
Butik;2411;;Strandvagen 5;;924 32;SORSELE;Vasterbottens lan;7271704;1579670
Butik;2412;;Parkvagen 1;;917 31;DOROTEA;Vasterbottens lan;7128524;1529609
Butik;2413;;Affarsvagen 1;;914 31;NORDMALING;Vasterbottens lan;7056398;1683270
Butik;2414;;Storgatan 72;;935 32;NORSJÖ;Vasterbottens lan;7206096;1673847
Butik;2415;;Jarnvagsallén 9;;922 32;VINDELN;Vasterbottens lan;7127675;1690009
Butik;2416;Ersboda;Formvagen 4;;S-906 21;UMEÅ;Vasterbottens lan;7090353;1720981
Butik;2417;;Storgatan 29 B;;S-915 31;ROBERTSFORS;Vasterbottens lan;7130412;1744865
Butik;2418;;Storgatan 6;;916 31;BJURHOLM;Vasterbottens lan;7095993;1667171
Butik;2419;;Bla Vagen 35;;920 66;HEMAVAN;Vasterbottens lan;7302219;1467062
Butik;2501;;Storgatan 61;;S-972 31;LULEÅ;Norrbottens lan;7290735;1792780
Butik;2503;Storheden;Besiktningsvagen 19 A;;S-973 45;LULEÅ;Norrbottens lan;7294037;1787226
Butik;2504;;Storgatan 65;;941 32;PITEÅ;Norrbottens lan;7257994;1764136
Butik;2505;;Drottninggatan 8b;;961 35;BODEN;Norrbottens lan;7315107;1768520
Butik;2506;;Norra Esplanaden 6;;953 31;HAPARANDA;Norrbottens lan;7329547;1879644
Butik;2507;;Geologgatan 7 B;;981 31;KIRUNA;Norrbottens lan;7535647;1685990
Butik;2508;;Hantverkaregatan 15;;982 31;GÄLLIVARE;Norrbottens lan;7457070;1710575
Butik;2509;;Stationsgatan 21 A;;933 32;ARVIDSJAUR;Norrbottens lan;7280877;1655389
Butik;2510;;Strandgatan 10;;952 33;KALIX;Norrbottens lan;7325614;1834308
Butik;2511;;Berggatan 9;;962 32;JOKKMOKK;Norrbottens lan;7395623;1678246
Butik;2512;;Skolgatan 27;;942 31;ÄLVSBYN;Norrbottens lan;7295626;1739060
Butik;2513;;Medborgarvagen 3;;984 31;PAJALA;Norrbottens lan;7477304;1826393
Butik;2514;;Hemvagen 11;;957 31;ÖVERTORNEÅ;Norrbottens lan;7387007;1850363
Butik;2515;;Storgatan 15 B;;938 31;ARJEPLOG;Norrbottens lan;7329629;1594572
Butik;2516;;Tvargatan 2;;S-956 31;ÖVERKALIX;Norrbottens lan;7376273;1815037
Ombud;011703-91A;Svartso Lanthandel;Alsviks brygga;;130 34;SKÄLVIK;Stockholms lan;6595281.244;1663159.456
Ombud;011703-92A;Ingmarso Livs;Ingmarso Byvag 3;;130 25;INGMARSÖ;Stockholms lan;6597669;1667028
Ombud;011703-96A;Östana Livs;Gronborgsvagen 30 Östana farjlage;;184 93;ÅKERSBERGA;Stockholms lan;6606368.693;1656603.219
Ombud;011703-97D;Linanas Gasthamn;Linanasvagen 140;;184 97;LJUSTERÖ;Stockholms lan;;
Ombud;012002-90A;Konsum Moja;Berg;;130 43;MÖJA;Stockholms lan;6591320;1674156
Ombud;012003-90B;Ica Nara Stavsnas;Stavsnas Garde;;139 70;STAVSNÄS;Stockholms lan;6577247;1664393
Ombud;012003-91A;Westerbergs Livs;SANDHAMN;;130 39;SANDHAMN;Stockholms lan;6584383;1675775
Ombud;012003-92B;Haro Livs;Haro Brygga, Gummerholmen;;130 39;SANDHAMN;Stockholms lan;6584381.693;1675829.077
Ombud;012003-93C;Runmaro Lanthandel;Styrsvik 125;;13038;RUNMARÖ;Stockholms lan;6576788;1667043
Ombud;012004-90A;Guns Livs;Solvik;;130 36;NÄMDÖ;Stockholms lan;6563650;1664392
Ombud;012502-90C;Adelso Butik;Hovgarden 9;;178 92;ADELSÖ;Stockholms lan;;
Ombud;013603-90A;Uto Livs AB;Gruvbryggan;;130 56;UTÖ;Stockholms lan;6541447;1645107
Ombud;013604-92A;Butiken pa Orno;Kyrkviken;;130 55;ORNÖ;Stockholms lan;6550243.908;1647524.786
Ombud;013605-90C;RanoButiken;Skogsvillan;;130 56;UTÖ;Stockholms lan;6535544;1636674
Ombud;013607-90A;Sandells Livs AB;Herrviksvagen 2;;148 95;MUSKÖ;Stockholms lan;6547293;1636072
Ombud;018107-90A;ICA Kopcenter;Storgatan 4;;153 30;JÄRNA;Stockholms lan;6553432;1600868
Ombud;018110-90A;Coop Holo;Centralvagen 11;;153 71;HÖLÖ;Stockholms lan;6546240.25;1599487.236
Ombud;018802-90A;Arholma Handel;Norrbyvagen 1;;764 54;ARHOLMA;Stockholms lan;6641473.851;1685079.855
Ombud;018803-90B;Ica Barometern;Simpnasvagen 560;;760 40;VÄDDÖ;Stockholms lan;6645948;1676515
Ombud;018803-91A;Grisslehamns Livs AB;Centrum;;760 45;GRISSLEHAMN;Stockholms lan;6668418;1666984
Ombud;018803-92A;Pappersstugan;Norrtaljevagen 3;;764 30;VÄDDÖ;Stockholms lan;6653881;1667667
Ombud;018805-90B;Singoaffaren;Singovagen 243;;760 45;GRISSLEHAMN;Stockholms lan;6674987.834;1663201.886
Ombud;018808-91A;ICA Nara Edsbro;Uppsalavagen 3;;762 98;EDSBRO;Stockholms lan;6644944;1650198
Ombud;018821-90B;Vato Livs AB;Harg;;760 21;VÄTÖ;Stockholms lan;6636528;1676904
Ombud;018822-91A;Ica Graddo;Ica Graddo;;760 15;GRÄDDÖ;Stockholms lan;6631375;1681564
Ombud;018822-92B;Öbutiken Tjocko;Tjocko by 8;;761 96;TJOCKÖ;Stockholms lan;6630453.198;1686296.704
Ombud;018823-91A;Spillersboda Lanthandel;Spillersbodavagen 198;;761 97;NORRTÄLJE;Stockholms lan;6624387;1671374
Ombud;018824-90B;ICA Blido;Oxhalso;;760 17;BLIDÖ;Stockholms lan;6617411;1677453
Ombud;018825-91B;ICA Nara Bergshamra;Hastangen;;760 10;BERGSHAMRA;Stockholms lan;6616985;1660448
Ombud;019202-90B;Coop nara Sorunda;Kyrkgatan 1;;148 70;SORUNDA;Stockholms lan;6547189;1616629
Ombud;030505-90D;Skokloster Lanthandel AB;Slottsskogsleden 19;;746 96;SKOKLOSTER;Uppsala lan;6620414;1601836
Ombud;033101-90B;Heby Spel & Tobak;Kyrkogatan 7;;744 31;HEBY;Uppsala lan;6647135.298;1559047.558
Ombud;033105-90A;Ica Tarnsjo;Norra Storgatan 6;;740 45;TÄRNSJÖ;Uppsala lan;6671194;1562514
Ombud;036006-90C;Ica Nara Sodersfors;Nygatan 16;;815 76;SÖDERFORS;Uppsala lan;6697279.809;1579111.581
Ombud;036007-91B;Coop Konsum Karlholmsbruk;Nottovagen 1;;819 40;KARLHOLMSBRUK;Uppsala lan;6712674;1599947
Ombud;036008-91A;Ica Torget;Ol-andersvagen 1;;819 30;SKÄRPLINGE;Uppsala lan;6707617;1607481
Ombud;036009-92A;Kastbergs Livs;Edvallavagen 19;;819 64;HÅLLNÄS;Uppsala lan;6714874;1613837
Ombud;038014-90A;Handlarn Jarlasa;Salavagen 6;;740 21;JÄRLÅSA;Uppsala lan;6641585;1577927
Ombud;038021-91C;Handlarn Oxsatra;Oxsatra 29;;743 87;BÄLINGE;Uppsala lan;;
Ombud;038024-91E;Tempo Vattholma;Malmvagsvagen 7;;743 50;VATTHOLMA;Uppsala lan;6656926;1607556
Ombud;038031-90A;Coop Nara Almunge;Lovsta;;740 10;ALMUNGE;Uppsala lan;6641932;1624371
Ombud;038126-90A;Örsundsbro Livs;Enkopingsvagen 9;;749 06;ÖRSUNDSBRO;Uppsala lan;6624934;1584660
Ombud;038131-91C;Tempo Fjardhundra;Stora vagen 15;;749 70;FJÄRDHUNDRA;Uppsala lan;6629106.242;1563140.156
Ombud;038200-91B;Coop Konsum Östhammar;Klockstapelgatan 1;;742 21;ÖSTHAMMAR;Uppsala lan;6685016;1642091
Ombud;038209-91C;Ullis Bazar;Centrumvagen 6;;747 31;ALUNDA;Uppsala lan;6662783;1626774
Ombud;038211-91B;Ica Supermarket Gimo;Kopmangatan 1;;747 02;GIMO;Uppsala lan;6675086;1632060
Ombud;038213-91A;ICA Brukskanonen;Dannemoravagen 3;;748 31;ÖSTERBYBRUK;Uppsala lan;6677142;1615639
Ombud;038228-90A;ICA Knuten;Lindgarden;;740 12;KNUTBY;Uppsala lan;6645996;1637674
Ombud;042801-90A;Coop Nara Hogsjo;Hasthagsvagen 1;;640 10;HÖGSJÖ;Sodermanlands lan;6545153;1492223
Ombud;046105-91A;ICA Nara Strandhallen;Dagavagen 13;;646 51;STJÄRNHOV;Sodermanlands lan;6551471;1569195
Ombud;048005-91B;Coop Nara Navekvarn;Nykopingsvagen 9;;611 76;NÄVEKVARN;Sodermanlands lan;6501339;1557793
Ombud;048007-91D;Handlarn Jonaker;Stationsvagen 12;;611 70;JÖNÅKER;Sodermanlands lan;6514026;1553182
Ombud;048010-90B;Handlarn Vrena;Tarnovagen 4;;611 73;VRENA;Sodermanlands lan;6542650.723;1568671.485
Ombud;048020-90A;Coop Nara Tystberga;Stationsvagen 12;;611 74;TYSTBERGA;Sodermanlands lan;6526011;1582719
Ombud;048207-91A;Coop Konsum;Celsings Allé 13;;640 30;HÄLLEFORSNÄS;Sodermanlands lan;6559236;1539566
Ombud;048302-90C;Bjorkviks Handel;Vedebyvagen 5;;640 20;BJÖRKVIK;Sodermanlands lan;6524327;1540988
Ombud;048308-90B;Ica Nara Julitahallen;Doktorsvagen 1;;643 60;JULITA;Sodermanlands lan;6558704;1515059
Ombud;048415-91B;Ica Nara Stora Sundby;Bergalid;;640 40;STORA SUNDBY;Sodermanlands lan;6572389;1517828
Ombud;048420-90A;Coop Nara Ärla;Stationsvagen 10;;640 43;ÄRLA;Sodermanlands lan;6573842;1549627
Ombud;051302-90C;Ulrika Butik och Café ek. forening;Gammalkilsvagen 9;;590 53;ULRIKA;Östergotlands lan;6444725;1478101
Ombud;051304-90C;ICA Nara Vahlstroms;Kisamorsvag 2;;590 42;HORN;Östergotlands lan;6419920;1501766
Ombud;051305-90A;Hycklinge Bensin & Service AB;Hycklingevagen 8;;590 42;HORN;Östergotlands lan;6422163;1506813
Ombud;051309-91A;Ica Supermarket Rimforsa;Kalmarvagen 24;;590 43;RIMFORSA;Östergotlands lan;6445939;1492930
Ombud;056102-91A;Pepparkvarnen Nara dig;Grebovagen 17;;585 95;LINKÖPING;Östergotlands lan;6464232;1503482
Ombud;056104-90A;Tempo Bjorsater;Bjorsater;;597 94;ÅTVIDABERG;Östergotlands lan;6465327;1515581
Ombud;056104-91A;Sjoberga Lanthandel;KVARNVIK SJÖBERGA;;597 96;ÅTVIDABERG;Östergotlands lan;6452628;1533265
Ombud;056203-91C;Handlarn i Igelfors;Regnavagen 8;;612 95;FINSPÅNG;Östergotlands lan;;
Ombud;056204-91C;Coop Nara Rejmyre;Glasbruksvagen 32;;610 14;REJMYRE;Östergotlands lan;6523228;1507104
Ombud;056302-90B;Matoppet Ringarum;Gamla Landsvagen 42;;610 41;RINGARUM;Östergotlands lan;6467920;1537568
Ombud;058009-91B;Ica Nara Bestorp;Bonasvagen 4.;;589 65;BESTORP;Östergotlands lan;;
Ombud;058010-92B;Skeda Udde, Pepparkvarnens livs;Haraldsbovagen 12;;585 97;LINKÖPING;Östergotlands lan;6430667.464;1511519.279
Ombud;058019-90A;Ica Nara Brunnby;Vallbytorpsvagen 1;;590 73;LJUNGSBRO;Östergotlands lan;6485727;1482362
Ombud;058109-91C;Ica Supermarket Skarblacka;Skogsangsvagen 13;;617 32;SKÄRBLACKA;Östergotlands lan;6494703.937;1507710.323
Ombud;058112-91C;Ica nara Norsholm;Norsholmsvagen 24;;610 21;NORSHOLM;Östergotlands lan;6486896;1509433
Ombud;058115-90A;Coop Krokek;Sjoviksvagen 78;;618 30;KOLMÅRDEN;Östergotlands lan;6505946;1532428
Ombud;058125-90A;ICA Supermarket Östra Husby;Bygdevagen 7;;610 24;VIKBOLANDET;Östergotlands lan;6495094;1544355
Ombud;058127-91C;Arkosunds Livs;Fyrvagen 2;;610 25;VIKBOLANDET;Östergotlands lan;6485834;1565876
Ombud;058207-92B;Bottna Lanthandel;Midgard;;614 97;SÖDERKÖPING;Östergotlands lan;6474981;1550630
Ombud;058208-91A;Sankt Anna Handel AB;Lagno, Norra Finno;;614 98;ST ANNA;Östergotlands lan;6471190;1558160
Ombud;058305-91A;Östensons Livs Borensberg;Hallsatersleden 3;;590 31;BORENSBERG;Östergotlands lan;6493410;1469246
Ombud;058309-90A;ICA Nara Fornasa;Industrigatan 2;;590 33;FORNÅSA;Östergotlands lan;6484060;1466199
Ombud;058322-90B;Ica Nara Tjallmo;Lansvagen 60;;590 34;TJÄLLMO;Östergotlands lan;6510285;1474104
Ombud;058603-91A;Coop Konsum Skanninge;Mjolbygatan 12;;596 33;SKÄNNINGE;Östergotlands lan;6474602;1457982
Ombud;058614-91B;Önnebo Lanthandel;Dalhem;;595 91;MJÖLBY;Östergotlands lan;6456488;1469071
Ombud;064203-90C;Brandstorps Livs;Kyrkliden 2;;566 93;BRANDSTORP;Jonkopings lan;6442616.259;1405640.748
Ombud;066209-91C;Coop Smalandsstenar;Malmgatan 12;;333 31;SMÅLANDSSTENAR;Jonkopings lan;6340023;1355423
Ombud;066210-90A;ICA Nara Danielssons Burseryd;Storgatan 1;;330 26;BURSERYD;Jonkopings lan;6344764;1347673
Ombud;066216-90B;Matgladjen Tempo;Torget;;330 21;REFTELE;Jonkopings lan;6340859;1366191
Ombud;066501-91B;Ica Supermarket Vaggeryd;Jarnvagsgatan 2;;567 30;VAGGERYD;Jonkopings lan;6376049.516;1400692.259
Ombud;068009-90B;Coop Nara Visingso;Norrbovagen 5;;560 34;VISINGSÖ;Jonkopings lan;6436679.013;1413369.992
Ombud;068024-90A;Konsum Unnaryd;Bolmenvagen 2;;310 83;UNNARYD;Hallands lan;6316514;1361597
Ombud;068203-91B;Citykiosken;Sandsjovagen 22;;571 61;BODAFORS;Jonkopings lan;6376125.265;1433904.54
Ombud;068207-91A;Coop Konsum Forserum;Jonkopingsvagen 2;;571 78;FORSERUM;Jonkopings lan;6397939.94;1420685.392
Ombud;068209-90C;ICA Nara Malmback;Torget 5;;570 21;MALMBÄCK;Jonkopings lan;6384284;1419570
